||=== Build: Robi_Debug in piMASS (compiler: GNU GCC Compiler) ===|
/home/pi/Desktop/piMASS/gpcgt.h||In constructor ‘gpcGTall::gpcGTall()’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcgt.h|596|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/gpcSRC.h||In member function ‘void* gpcLAY::pRE(U4, U4, U4, U4)’:|
/home/pi/Desktop/piMASS/gpcSRC.h|463|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSRC.h||In constructor ‘gpcMAP::gpcMAP()’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSRC.h|492|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/gpcSRC.h||In member function ‘U4* gpcMAP::MAPalloc(const U4x2&, U4x4&, U4)’:|
/home/pi/Desktop/piMASS/gpcSRC.h|500|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSRC.h||In member function ‘bool gpcSRC::bSUB(gpcMASS&)’:|
/home/pi/Desktop/piMASS/gpcSRC.h|776|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSRC.h||In member function ‘bool gpcSRC::bRET(gpcMASS&)’:|
/home/pi/Desktop/piMASS/gpcSRC.h|785|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSRC.h||In member function ‘bool gpcSRC::bENTR(gpcMASS&, U4x4&, U4)’:|
/home/pi/Desktop/piMASS/gpcSRC.h|794|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSRC.h||In member function ‘bool gpcSRC::bMAIN(gpcMASS&, bool)’:|
/home/pi/Desktop/piMASS/gpcSRC.h|855|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSRC.h||In member function ‘gpcSRC* gpcMASS::SRCfnd(U4)’:|
/home/pi/Desktop/piMASS/gpcSRC.h|1298|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS_main.cpp||In member function ‘bool gpcMASS::HTMLsave(U1*, U1*, U1*, bool)’:|
/home/pi/Desktop/piMASS/piMASS_main.cpp|170|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS_main.cpp||In member function ‘bool gpcMASS::SRCsave(U1*, U1*)’:|
/home/pi/Desktop/piMASS/piMASS_main.cpp|322|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS_main.cpp||In member function ‘gpcMASS& gpcMASS::null()’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS_main.cpp|416|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/piMASS_main.cpp||In constructor ‘gpcMASS::gpcMASS(const U1*, U8)’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS_main.cpp|429|note: in expansion of macro ‘gpmCLR’|
./gpcgt.h|427|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h||In member function ‘void gpcFD::zero(U4)’:|
./gpcgt.h|580|warning: unused variable ‘p_Z’ [-Wunused-variable]|
include/gpcOPCD.h||In member function ‘gpcOPCD& gpcOPCD::null()’:|
include/gpcOPCD.h|52|warning: no return statement in function returning non-void [-Wreturn-type]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h||In member function ‘gpcCMPL& gpcCMPL::null()’:|
include/gpcOPCD.h|125|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcSRC.h||In member function ‘void* gpcLAY::pRE(U4, U4, U4, U4)’:|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcSRC.h|478|note: in expansion of macro ‘gpmDELary’|
./piMASS.h||In function ‘bool gpfMKDR(char*, const char*)’:|
./piMASS.h|465|warning: suggest parentheses around assignment used as truth value [-Wparentheses]|
./piMASS.h|463|warning: unused variable ‘p_end’ [-Wunused-variable]|
./piMASS.h||In member function ‘U1x4& U1x4::typMX(U1x4)’:|
./piMASS.h|862|warning: suggest parentheses around comparison in operand of ‘&’ [-Wparentheses]|
./piMASS.h||In member function ‘U2x4& U2x4::operator=(U2)’:|
./piMASS.h|1261|warning: no return statement in function returning non-void [-Wreturn-type]|
./piMASS.h||In member function ‘U2x4& U2x4::operator=(I2)’:|
./piMASS.h|1265|warning: no return statement in function returning non-void [-Wreturn-type]|
./piMASS.h||In member function ‘U4x4& U4x4::operator=(U4)’:|
./piMASS.h|1735|warning: no return statement in function returning non-void [-Wreturn-type]|
./piMASS.h||In member function ‘U4x4& U4x4::operator=(I4)’:|
./piMASS.h|1739|warning: no return statement in function returning non-void [-Wreturn-type]|
./piMASS.h||In member function ‘I4x4* I4x4::index(U4)’:|
./piMASS.h|2825|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./piMASS.h||In member function ‘gpcLZY* gpcLZY::lzy_exp(U8&, U8, U8, U1)’:|
./piMASS.h|4638|warning: suggest explicit braces to avoid ambiguous ‘else’ [-Wparentheses]|
./piMASS.h||In member function ‘gpcLZY* gpcLZY::lzyWR(const char*, bool)’:|
./piMASS.h|4804|warning: label ‘szasz’ defined but not used [-Wunused-label]|
./gpcpic.h||In member function ‘U1x4* gpcPIC::u1x4LOCK(SDL_Renderer*, U4x2, int&)’:|
./gpcpic.h|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./gpcpic.h|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./gpcgt.h|417|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h|418|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h|420|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h|426|warning: ‘packed’ attribute ignored for field of type ‘U1 [3] {aka unsigned char [3]}’ [-Wattributes]|
./gpcgt.h|427|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h||In member function ‘void gpcFD::zero(U4)’:|
./gpcgt.h|580|warning: unused variable ‘p_Z’ [-Wunused-variable]|
include/gpcOPCD.h||In member function ‘gpcOPCD& gpcOPCD::null()’:|
include/gpcOPCD.h|52|warning: no return statement in function returning non-void [-Wreturn-type]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h||In member function ‘gpcCMPL& gpcCMPL::null()’:|
include/gpcOPCD.h|125|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcSRC.h||In member function ‘void* gpcLAY::pRE(U4, U4, U4, U4)’:|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcSRC.h|478|note: in expansion of macro ‘gpmDELary’|
./gpcSRC.h||In member function ‘U8 gpcSRC::CRSminiCR(I4x2&, bool)’:|
./piMASS.h|227|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./gpcSRC.h|662|note: in expansion of macro ‘min’|
./gpcres.h||In member function ‘gpcISA* gpcISA::null()’:|
./piMASS.h|286|warning: possible problem detected in invocation of delete operator: [-Wdelete-incomplete]|
./gpcres.h|60|note: in expansion of macro ‘gpmDEL’|
./gpcres.h|60|warning: invalid use of incomplete type ‘class gpcRES’|
./piMASS.h|286|note: in definition of macro ‘gpmDEL’|
./gpcres.h|7|note: forward declaration of ‘class gpcRES’|
./piMASS.h|286|note: neither the destructor nor the class-specific operator delete will be called, even if they are declared when the class is defined|
./gpcres.h|60|note: in expansion of macro ‘gpmDEL’|
./gpcres.h||In member function ‘gpcREG& gpcREG::operator=(U1*)’:|
./gpcres.h|230|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcres.h||In member function ‘gpfFLG& gpfFLG::null()’:|
./gpcres.h|643|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcres.h||In member function ‘gpcRES* gpcRES::chg(gpcALU&)’:|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|871|note: in expansion of macro ‘gpmDELary’|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|902|note: in expansion of macro ‘gpmDELary’|
./gpcres.h||In member function ‘gpcALU& gpcRES::ADD(gpeALF, U4, U4)’:|
./gpcres.h|919|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|928|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|939|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|952|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|962|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|971|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h||In member function ‘U4 gpcRES::iFND(gpeALF)’:|
./gpcres.h|995|warning: unused variable ‘x’ [-Wunused-variable]|
include/gpcwin.h||In member function ‘gpcLZY* gpcWIN::putLIST(gpcLZY*, gpeNET4, I8x4, char*)’:|
include/gpcwin.h|606|warning: format ‘%d’ expects argument of type ‘int’, but argument 3 has type ‘I8 {aka long long int}’ [-Wformat=]|
include/gpcwin.h||In member function ‘gpcLZY* gpcWIN::putMINI(gpcLZY*, gpeNET4, I8x4, char*)’:|
include/gpcwin.h|659|warning: format ‘%d’ expects argument of type ‘int’, but argument 3 has type ‘I8 {aka long long int}’ [-Wformat=]|
include/gpccrs.h||In member function ‘I4* gpcCRS::ZNpos(const I4x2&, I4*, I4*)’:|
include/gpccrs.h|49|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
include/gpccrs.h|49|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
include/gpccrs.h|65|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
include/gpccrs.h|71|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
include/gpccrs.h||In member function ‘void gpcCRS::CRSins(gpcMASS&, U1*, U1*)’:|
include/gpccrs.h|149|warning: suggest parentheses around assignment used as truth value [-Wparentheses]|
include/gpccrs.h|156|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
include/gpccrs.h|165|warning: unused variable ‘nSUB’ [-Wunused-variable]|
include/gpccrs.h||In member function ‘void gpcCRS::frmDRWtx(SDL_Rect, SDL_Rect, I4x2, SDL_Renderer*, SDL_Texture*, U1, U4, const U1*)’:|
include/gpccrs.h|289|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
include/gpccrs.h||In member function ‘void gpcCRS::frmDRW(SDL_Rect, SDL_Rect, I4x2, SDL_Surface*, SDL_Surface*, U1, U4, const U1*)’:|
include/gpccrs.h|437|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp||In member function ‘void gpcCRS::miniRDYgl(gpcWIN&, gpcMASS&, gpcPIC*, SDL_Renderer*, bool)’:|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|59|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|118|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|120|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|165|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|164|warning: unused variable ‘ce’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|246|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|246|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|246|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|246|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|259|warning: suggest parentheses around assignment used as truth value [-Wparentheses]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|270|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|270|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|296|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|296|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|322|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|322|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|324|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|324|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp||In member function ‘void gpcCRS::miniRDYgl_old(gpcWIN&, gpcMASS&, gpcPIC*, SDL_Renderer*, bool)’:|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|371|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|430|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|432|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|479|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|480|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|479|warning: unused variable ‘ce’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|550|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|550|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|550|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|550|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|563|warning: suggest parentheses around assignment used as truth value [-Wparentheses]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|574|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|574|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|600|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|600|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|626|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|626|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|628|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp|628|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./piMASS.h||In member function ‘U1x4* U1x4::print(U1*, gpeCLR)’:|
./piMASS.h|891|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./piMASS.h||In member function ‘I4x2& I4x2::null()’:|
./piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./piMASS.h|2278|note: in expansion of macro ‘gpmCLR’|
./piMASS.h||In constructor ‘gpcLZY::gpcLZY(U1)’:|
./piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./piMASS.h|4400|note: in expansion of macro ‘gpmCLR’|
./piMASS.h||In member function ‘gpcLZY* gpcLZY::lzyRST()’:|
./piMASS.h|4441|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./piMASS.h||In member function ‘gpcLZY* gpcLZY::lzyADD(const void*, U8, U8&, U1)’:|
./piMASS.h|4468|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./gpcpic.h||In member function ‘U1x4* gpcPIC::u1x4LOCK(SDL_Renderer*, U4x2, int&)’:|
./gpcpic.h|152|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./gpcSRC.h||In member function ‘void* gpcLAY::pRE(U4, U4, U4, U4)’:|
./gpcSRC.h|463|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./gpcSRC.h||In member function ‘U4* gpcMAP::MAPalloc(const U4x2&, U4x4&, U4)’:|
./gpcSRC.h|500|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./gpcSRC.h||In member function ‘U4x4 gpcSRC::CRSdim(bool)’:|
./gpcSRC.h|764|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./gpcSRC.h||In member function ‘gpcSRC* gpcMASS::SRCfnd(U4)’:|
./gpcSRC.h|1298|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/src/gpccrs_rdy.cpp||In member function ‘bool gpcCRS::miniLOCK(gpcPIC*, SDL_Renderer*, I4x2)’:|
